p_val	avg_logFC	pct.1	pct.2	p_val_adj	celltype	area	gene	gene.ratio	gene.score
3.61588559285647e-31	0.357238512886192	0.649	0.247	1.11155939010001e-26	astrocyte	claustrum	FAM69C	2.6275303643724697	0.9386550399317353
4.36468324601835e-31	0.559424634994528	0.389	0.11	1.3417472766585e-26	astrocyte	claustrum	CITED1	3.5363636363636366	1.9783289364806491
5.1694814510964e-31	0.471517604614308	0.833	0.369	1.58915029288155e-26	astrocyte	claustrum	TSPAN5	2.257452574525745	1.0644286304707817
5.23175147672875e-31	0.381042414829808	0.598	0.21	1.60829272146118e-26	astrocyte	claustrum	RAB13	2.8476190476190477	1.08506363842012
5.57336425096378e-31	0.283822281993454	0.28	0.067	1.71330790438878e-26	astrocyte	claustrum	FAM171A2	4.179104477611941	1.1861229695248825
6.46562933037172e-31	0.391757390650539	0.552	0.189	1.98759911244957e-26	astrocyte	claustrum	PTPN11	2.920634920634921	1.1441803155507806
6.56820515462738e-31	0.288151765545251	0.36	0.1	2.019131946584e-26	astrocyte	claustrum	PKN1	3.5999999999999996	1.0373463559629035
6.949366839623e-31	0.3022740039431	0.502	0.162	2.13630486016851e-26	astrocyte	claustrum	PWWP2A	3.0987654320987654	0.9366762344409642
7.22432086057008e-31	0.320618216591177	0.448	0.137	2.22082847574785e-26	astrocyte	claustrum	SMIM10L1	3.27007299270073	1.048444971042681
7.96844472505479e-31	0.532629166540472	1	0.976	2.44957959292909e-26	astrocyte	claustrum	H3F3B	1.0245901639344261	0.5457266050619589
9.32186247924577e-31	0.323421418447839	0.276	0.053	2.86563374474494e-26	astrocyte	claustrum	KHDRBS3	5.207547169811321	1.684232292294407
1.02582628591588e-30	0.281507795160965	0.339	0.086	3.153492585534e-26	astrocyte	claustrum	PPP1R14C	3.94186046511628	1.1096644483670601
1.1814063167906e-30	0.325462289925044	0.418	0.121	3.63176115844598e-26	astrocyte	claustrum	HRAS	3.4545454545454546	1.1243242742865156
1.23768759564583e-30	0.417779299056261	0.582	0.208	3.80477543777486e-26	astrocyte	claustrum	TPM4	2.798076923076923	1.1689786156285764
1.2666730147161e-30	0.388042108199451	0.402	0.11	3.89387951453875e-26	astrocyte	claustrum	COTL1	3.6545454545454548	1.4181175226925393
1.62356417633063e-30	0.324253890286684	0.724	0.283	4.990998634458e-26	astrocyte	claustrum	TMEM14B	2.558303886925795	0.829539987871234
1.92551948987589e-30	0.374302063115325	0.707	0.268	5.91923946382746e-26	astrocyte	claustrum	SRP72	2.638059701492537	0.987431188890055
2.13128310050777e-30	0.502608912626029	0.958	0.674	6.55177737927094e-26	astrocyte	claustrum	PSAT1	1.4213649851632046	0.7143907096375902
2.14222986887036e-30	0.397482684575313	0.816	0.383	6.58542883989436e-26	astrocyte	claustrum	ALKBH7	2.1305483028720626	0.8468560590429645
2.21927553063826e-30	0.400775777473517	0.657	0.246	6.82227490873508e-26	astrocyte	claustrum	KRAS	2.6707317073170733	1.0703645764231735
3.39503679104027e-30	0.340602969918312	0.548	0.189	1.04366825993369e-25	astrocyte	claustrum	BRD7	2.8994708994708995	0.9875683995515079
3.50907191818279e-30	0.383235500368388	0.598	0.218	1.07872379836857e-25	astrocyte	claustrum	DNAJA2	2.7431192660550456	1.0512606844967707
3.5271689465505e-30	0.284637124779992	0.473	0.152	1.08428700585909e-25	astrocyte	claustrum	HSPA4	3.111842105263158	0.8857457896114225
3.96593552656614e-30	0.286840140341115	0.331	0.087	1.2191682402217e-25	astrocyte	claustrum	CDK2AP1	3.804597701149426	1.0913113385391848
6.30823723772864e-30	0.295423726782035	0.36	0.097	1.93921520925016e-25	astrocyte	claustrum	RNF214	3.7113402061855667	1.0964179550673463
7.82940648264461e-30	0.306693890939409	0.389	0.115	2.40683784682978e-25	astrocyte	claustrum	HEBP1	3.382608695652174	1.0374254223950443
8.00321199855195e-30	0.299768296224219	0.326	0.084	2.46026740047486e-25	astrocyte	claustrum	LINC01003	3.880952380952381	1.1633864829654215
8.16193155749911e-30	0.285734320867172	0.301	0.071	2.5090593800908e-25	astrocyte	claustrum	NETO2	4.23943661971831	1.2113525433946306
1.20656161772663e-29	0.292908387678731	0.703	0.302	3.70909106905344e-25	astrocyte	claustrum	STUB1	2.327814569536424	0.6818364123779732
1.56952221454144e-29	0.360818070296394	0.372	0.091	4.82486823972185e-25	astrocyte	claustrum	WWTR1	4.087912087912088	1.4749925511017425
1.73462857659649e-29	0.360357609363043	0.389	0.101	5.33242170731527e-25	astrocyte	claustrum	FAM184A	3.8514851485148514	1.3879119806160765
2.24730217566197e-29	0.463273089369292	0.879	0.437	6.90843161820246e-25	astrocyte	claustrum	PGRMC1	2.011441647597254	0.9318467861684386
3.11054984858084e-29	0.471086489487774	0.95	0.59	9.56214128952237e-25	astrocyte	claustrum	RPS4Y1	1.6101694915254237	0.7585290932430259
3.38476897903135e-29	0.254928432027702	0.268	0.055	1.04051183184403e-24	astrocyte	claustrum	BRD1	4.872727272727273	1.2421967233349842
3.55186999808384e-29	0.426070708026446	0.954	0.599	1.09188035611095e-24	astrocyte	claustrum	NDFIP1	1.5926544240400669	0.6785833980922028
3.72169535832039e-29	0.261338256180513	0.506	0.175	1.14408637010127e-24	astrocyte	claustrum	PLGRKT	2.8914285714285715	0.7556409007276547
3.95864044588558e-29	0.441743281563893	0.782	0.342	1.21692565946968e-24	astrocyte	claustrum	CARHSP1	2.286549707602339	1.0100679712952172
4.60972453512156e-29	0.270732329531444	0.431	0.135	1.41707541934172e-24	astrocyte	claustrum	SNX7	3.192592592592592	0.8643380298374248
5.16339439418879e-29	0.416222363729545	0.992	0.795	1.58727907071758e-24	astrocyte	claustrum	SUMO2	1.2477987421383647	0.5193617419115832
5.60373579987781e-29	0.389510411814215	0.791	0.353	1.72264442224044e-24	astrocyte	claustrum	SH3BGRL3	2.240793201133145	0.8728122825638643
7.55288860992047e-29	0.372463622148837	0.305	0.071	2.32183348757565e-24	astrocyte	claustrum	HIST1H1D	4.295774647887324	1.6000197852872575
7.56048620182849e-29	0.26811016607765	0.431	0.135	2.3241690633041e-24	astrocyte	claustrum	LRRC16A	3.192592592592592	0.8559665302182751
1.02162162660139e-28	0.350011750155876	0.561	0.21	3.14056704233532e-24	astrocyte	claustrum	ITGA6	2.6714285714285717	0.935031389702126
1.62253631904755e-28	0.299042884899278	0.322	0.088	4.98783889838406e-24	astrocyte	claustrum	STOX1	3.6590909090909096	1.0942251015632674
2.62362129720552e-28	0.424152781541353	0.695	0.293	8.06527422973949e-24	astrocyte	claustrum	FYN	2.372013651877133	1.0060961882977486
3.44934779006437e-28	0.337053735828443	1	0.99	1.06036400414369e-23	astrocyte	claustrum	RPL10	1.0101010101010102	0.34045831901862933
3.68977170340389e-28	0.406614651148206	0.895	0.496	1.13427271934339e-23	astrocyte	claustrum	VPS28	1.8044354838709677	0.7337099047936378
4.06588682882518e-28	0.3286651616608	0.561	0.217	1.24989427004915e-23	astrocyte	claustrum	UBE2H	2.5852534562211984	0.8496827451230822
4.74923406467837e-28	0.271796290376151	0.435	0.142	1.45996204382278e-23	astrocyte	claustrum	RAP1GDS1	3.063380281690141	0.8326153965748287
4.80369556662631e-28	0.317889384264869	0.594	0.221	1.47670405413659e-23	astrocyte	claustrum	COPS5	2.687782805429864	0.8544176210558017
6.66091475959917e-28	0.346994236313181	0.598	0.231	2.04763180624838e-23	astrocyte	claustrum	SEPT9	2.5887445887445883	0.8982794515813083
1.09359846508414e-27	0.34670911222802	0.686	0.275	3.36183104151515e-23	astrocyte	claustrum	STAT3	2.4945454545454546	0.8648816399578971
1.90497652656365e-27	0.25861227403332	0.389	0.119	5.85608834030933e-23	astrocyte	claustrum	PGP	3.2689075630252105	0.8453796184786679
1.92614498407218e-27	0.368496698670966	0.506	0.182	5.92116229553628e-23	astrocyte	claustrum	TPM2	2.78021978021978	1.0245018105907078
2.01672176471951e-27	0.341071817845243	0.632	0.235	6.19960437692425e-23	astrocyte	claustrum	MAP4K4	2.68936170212766	0.9172654845880579
2.33952053766212e-27	0.444968314749095	0.971	0.575	7.19192008482711e-23	astrocyte	claustrum	ATP5D	1.6886956521739132	0.75141605847195
2.37764125387071e-27	0.279989287094499	0.356	0.109	7.30910697852394e-23	astrocyte	claustrum	SEPHS1	3.2660550458715596	0.9144604239049692
2.78414378759212e-27	0.294839099692794	0.427	0.134	8.55873641743695e-23	astrocyte	claustrum	ROCK2	3.1865671641791042	0.9395245937971867
3.0389823745814e-27	0.479861078246774	0.958	0.648	9.34213571770067e-23	astrocyte	claustrum	EEF1B2	1.478395061728395	0.7094242483956936
3.10615958408306e-27	0.315288705270186	0.444	0.138	9.54864517742972e-23	astrocyte	claustrum	MLLT4	3.2173913043478257	1.0144071386953808
3.81314587647395e-27	0.318491098457343	1	0.951	1.17219917388686e-22	astrocyte	claustrum	ACTG1	1.0515247108307046	0.3349012602075111
3.99598928406897e-27	0.443526850883163	0.983	0.949	1.22840706581564e-22	astrocyte	claustrum	CST3	1.035827186512118	0.45941717009288646
4.5663160210664e-27	0.304441546650938	0.569	0.2	1.40373120803602e-22	astrocyte	claustrum	GULP1	2.8449999999999998	0.8661362002219185
4.60333240066247e-27	0.361663112784946	0.682	0.282	1.41511041328765e-22	astrocyte	claustrum	AIG1	2.418439716312057	0.8746604358841603
4.90500260118165e-27	0.257176014543684	0.598	0.229	1.50784684962925e-22	astrocyte	claustrum	RER1	2.6113537117903927	0.6715775401621092
5.83495312558148e-27	0.297687146952343	0.632	0.244	1.793722940335e-22	astrocyte	claustrum	YES1	2.5901639344262297	0.7710585117782
5.91426857175972e-27	0.35307424091326	1	0.782	1.81810530164466e-22	astrocyte	claustrum	RPS26	1.278772378516624	0.45150158684560104
6.20036257876803e-27	0.369235959833801	0.992	0.859	1.90605346033908e-22	astrocyte	claustrum	PON2	1.1548311990686846	0.426405206234145
6.8820165502843607e-27	0.447853652889475	0.933	0.507	2.11560070772292e-22	astrocyte	claustrum	RCN2	1.8402366863905326	0.8241567221812233
7.15446971284012e-27	0.309038664305193	0.36	0.109	2.19935553442418e-22	astrocyte	claustrum	BTBD1	3.3027522935779814	1.020678157338252
7.33515352677152e-27	0.40211328636349	0.904	0.516	2.25489954566483e-22	astrocyte	claustrum	ATP5C1	1.751937984496124	0.7044775404507654
8.97068492790156e-27	0.260253198049948	0.385	0.118	2.75767825368622e-22	astrocyte	claustrum	SMURF2	3.26271186440678	0.8491311970273728
1.08089479070093e-26	0.405430682552445	0.937	0.545	3.32277867609372e-22	astrocyte	claustrum	ATP6V1G1	1.7192660550458716	0.6970432101864973
1.12624496596274e-26	0.284187919935609	0.268	0.064	3.46218964986607e-22	astrocyte	claustrum	MXRA7	4.1875	1.1900369147303627
1.57884048778751e-26	0.337409247714942	0.703	0.299	4.85351354350758e-22	astrocyte	claustrum	H2AFV	2.351170568561873	0.793306692787974
1.62333263015809e-26	0.442300278363875	0.837	0.393	4.99028683836898e-22	astrocyte	claustrum	TNC	2.129770992366412	0.9419983027749702
1.7702486145754e-26	0.307290615407675	0.569	0.215	5.44192126606625e-22	astrocyte	claustrum	SCRN1	2.6465116279069765	0.8132481868231026
1.81510702408229e-26	0.369410474504762	0.448	0.146	5.57982050273136e-22	astrocyte	claustrum	ADAM9	3.068493150684932	1.133533510809133
1.85527622484554e-26	0.266072457422703	0.423	0.133	5.70330464279767e-22	astrocyte	claustrum	DERA	3.1804511278195484	0.8462304472917546
2.02720341686444e-26	0.311192729304822	0.418	0.129	6.23182602378299e-22	astrocyte	claustrum	WSCD1	3.24031007751938	1.008360936817175
2.12078321749015e-26	0.326284468811157	0.448	0.153	6.51949968888648e-22	astrocyte	claustrum	CASK	2.928104575163399	0.9553950459307082
2.18111575430462e-26	0.334284716989614	0.661	0.262	6.70496794030783e-22	astrocyte	claustrum	PAIP1	2.5229007633587788	0.8433671676722705
2.21232625592413e-26	0.294914170221944	0.582	0.221	6.80091214333637e-22	astrocyte	claustrum	TRIB2	2.6334841628959276	0.7766517966930833
2.31322806874921e-26	0.415242782326333	0.971	0.654	7.11109440614194e-22	astrocyte	claustrum	ATP5G2	1.484709480122324	0.6165148954722772
2.8675213672698e-26	0.261259900685847	0.452	0.149	8.81504743512411e-22	astrocyte	claustrum	PGM3	3.033557046979866	0.792546812818811
3.36159047332168e-26	0.400496663328809	0.72	0.313	1.03338652740382e-21	astrocyte	claustrum	MTPN	2.3003194888178915	0.9212702798617971
3.65887889198752e-26	0.30026033048778	0.548	0.208	1.12477596018588e-21	astrocyte	claustrum	TXNL4A	2.634615384615385	0.7910704860928052
3.95241406054188e-26	0.457493402519403	0.979	0.713	1.21501160635118e-21	astrocyte	claustrum	TUBB2A	1.3730715287517532	0.6281711655911578
4.10268801728148e-26	0.361046234030272	0.82	0.403	1.2612073233925e-21	astrocyte	claustrum	PNRC1	2.0347394540942925	0.7346350171335557
4.70565906207197e-26	0.406272177926985	0.828	0.398	1.44656665227154e-21	astrocyte	claustrum	SEC11A	2.080402010050251	0.8452094555867928
4.88998411829894e-26	0.321292968025193	0.577	0.222	1.50323001780628e-21	astrocyte	claustrum	VEPH1	2.599099099099099	0.8350722637411548
5.80483045120243e-26	0.28812937072251	0.469	0.157	1.78446292900414e-21	astrocyte	claustrum	SUCO	2.9872611464968153	0.8607176743239311
5.92277359394863e-26	0.39883775949089	0.753	0.302	1.82071983051575e-21	astrocyte	claustrum	CLDN10	2.493377483443709	0.9944530890617225
6.4608260190278e-26	0.289662958866674	0.623	0.246	1.98612252650934e-21	astrocyte	claustrum	LAPTM4B	2.532520325203252	0.7335773307883655
9.1839379624021e-26	0.31073991135111	0.397	0.111	2.82323436902203e-21	astrocyte	claustrum	ACBD3	3.576576576576577	1.111385088345862
9.71301380329141e-26	0.266357803993988	0.272	0.064	2.98587757326981e-21	astrocyte	claustrum	EID2	4.25	1.132020666974449
1.3011082666357e-25	0.280498615717309	0.364	0.106	3.99973692246481e-21	astrocyte	claustrum	SRPK1	3.4339622641509435	0.9632216615198158
1.35019221734787e-25	0.277620839889538	0.603	0.222	4.15062589534907e-21	astrocyte	claustrum	TOMM22	2.7162162162162162	0.7540782272675289
1.84206023886784e-25	0.275180370871353	0.598	0.249	5.66267738030363e-21	astrocyte	claustrum	GSPT1	2.4016064257028114	0.660874946911924
1.96686999385015e-25	0.330183864134263	0.845	0.44	6.04635504809473e-21	astrocyte	claustrum	DCXR	1.9204545454545454	0.6341031027123913
2.49736112548992e-25	0.282272045607874	0.435	0.134	7.67713783586856e-21	astrocyte	claustrum	CLINT1	3.246268656716418	0.9163308943240686
2.86296399552636e-25	0.277951407965323	0.28	0.069	8.80103761864758e-21	astrocyte	claustrum	CBX4	4.057971014492754	1.1279187569607312
3.023708076471e-25	0.428966404593964	0.623	0.244	9.29518099787949e-21	astrocyte	claustrum	OLIG1	2.5532786885245904	1.0952707789427854
3.86673208613375e-25	0.398176438819573	0.715	0.305	1.18867211059838e-20	astrocyte	claustrum	RHOBTB3	2.3442622950819674	0.9334300123147368
4.6055360566816e-25	0.341523352488536	0.628	0.25	1.41578783918449e-20	astrocyte	claustrum	RAD23B	2.512	0.8579066614512024
5.09151722987879e-25	0.352084803535567	0.51	0.166	1.56518331163704e-20	astrocyte	claustrum	AIF1L	3.072289156626506	1.0817063241152962
5.81767850967695e-25	0.296005337360218	0.305	0.079	1.78841255065979e-20	astrocyte	claustrum	GADD45A	3.8607594936708858	1.142805416390715
6.17628142267818e-25	0.358323721286558	0.891	0.494	1.8986506721455e-20	astrocyte	claustrum	SET	1.8036437246963564	0.6462883313083465
7.18839227621809e-25	0.256401257078252	0.598	0.225	2.2097836696322e-20	astrocyte	claustrum	RIT2	2.6577777777777776	0.6814575632568652
7.426529735716e-25	0.365041055096904	0.787	0.355	2.28298950605646e-20	astrocyte	claustrum	C14orf166	2.2169014084507044	0.8092600291866576
8.56240359496719e-25	0.271133032114707	0.406	0.124	2.63216848912886e-20	astrocyte	claustrum	USF2	3.274193548387097	0.8877420245046053
1.00453463147791e-24	0.316978005293856	0.586	0.238	3.08803991062624e-20	astrocyte	claustrum	RALA	2.46218487394958	0.7804584500092421
1.19398404430592e-24	0.281408395489665	0.397	0.135	3.67042635060084e-20	astrocyte	claustrum	KDM1A	2.9407407407407407	0.8275491334029408
1.20137363870181e-24	0.337115945991573	0.745	0.336	3.69314270273323e-20	astrocyte	claustrum	SSR3	2.2172619047619047	0.7474743445348866
1.30360573497159e-24	0.266572295821777	0.393	0.111	4.00741438987616e-20	astrocyte	claustrum	CDC42BPB	3.540540540540541	0.9438100203419673
1.4206107232795e-24	0.352547438056434	0.996	0.895	4.36709942443352e-20	astrocyte	claustrum	RPS3	1.1128491620111731	0.3923321210102886
1.42419189708578e-24	0.251437596871562	0.36	0.112	4.37810831083141e-20	astrocyte	claustrum	SOX8	3.214285714285714	0.808192275658592
1.46493259404255e-24	0.442704969397445	0.916	0.549	4.5033492873462e-20	astrocyte	claustrum	RHOA	1.668488160291439	0.7386479999418208
1.95176064605504e-24	0.315792778696075	0.548	0.196	5.99990740203781e-20	astrocyte	claustrum	AGPAT5	2.795918367346939	0.8829308302318833
2.70285219622831e-24	0.252925033724881	0.347	0.106	8.30883793642544e-20	astrocyte	claustrum	NBAS	3.2735849056603774	0.8279715726654123
2.72684345593802e-24	0.284216581955126	0.31	0.08	8.38258946789908e-20	astrocyte	claustrum	EMID1	3.875	1.1013392550761132
2.96665383607695e-24	0.286361352364082	0.607	0.252	9.11979055748416e-20	astrocyte	claustrum	REXO2	2.4087301587301586	0.6897672257341181
3.09091365266749e-24	0.310105038819442	1	0.869	9.50177765966514e-20	astrocyte	claustrum	CHCHD2	1.1507479861910241	0.35685274892916224
3.22551862701958e-24	0.303265164814622	0.494	0.17	9.9155668113208806e-20	astrocyte	claustrum	EBPL	2.9058823529411764	0.8812528906966075
3.30872005729376e-24	0.250764738361239	0.515	0.188	1.01713363281268e-19	astrocyte	claustrum	PIGF	2.7393617021276597	0.6869353205108409
5.01705050469236e-24	0.395646752267818	0.992	0.815	1.54229149564748e-19	astrocyte	claustrum	HSP90AB1	1.2171779141104295	0.48157248864990854
5.17856378234583e-24	0.316635271931321	0.427	0.137	1.59194229233093e-19	astrocyte	claustrum	NUDT1	3.116788321167883	0.9868851176253581
5.98916626610481e-24	0.346156338411282	0.707	0.306	1.84112960186328e-19	astrocyte	claustrum	MLEC	2.310457516339869	0.7997795139110339
9.23375888234256e-24	0.501583589097186	0.858	0.462	2.83854981802093e-19	astrocyte	claustrum	LMO4	1.857142857142857	0.9315123797519168
1.04800727134536e-23	0.307526925714194	0.519	0.181	3.22167915284277e-19	astrocyte	claustrum	CDKN1B	2.8674033149171274	0.881803726219153
1.17878362367187e-23	0.345364027879698	0.561	0.217	3.62369873752969e-19	astrocyte	claustrum	SNF8	2.5852534562211984	0.8928535467304636
1.24835556561443e-23	0.445931429214178	0.962	0.677	3.83756984425531e-19	astrocyte	claustrum	SLC25A5	1.4209748892171343	0.6336573632260549
1.32527738363726e-23	0.25696898236091	0.64	0.271	4.07403520503931e-19	astrocyte	claustrum	DNAJC15	2.3616236162361623	0.6068640173836989
1.35090400558968e-23	0.362453522706086	0.72	0.322	4.15281400358324e-19	astrocyte	claustrum	SNX6	2.2360248447204967	0.810455081827273
1.39901643694499e-23	0.293972713624063	0.657	0.276	4.30071642881259e-19	astrocyte	claustrum	RAB4A	2.3804347826086953	0.6997828726485847
1.46326105853369e-23	0.344513165206766	0.741	0.335	4.49821082003842e-19	astrocyte	claustrum	PRELID1	2.2119402985074625	0.7620425534872047
1.47240422832122e-23	0.312516321397485	0.598	0.242	4.52631783828227e-19	astrocyte	claustrum	APBB2	2.4710743801652892	0.7722510751888265
1.49417448968725e-23	0.311978749896865	0.586	0.211	4.59324179874758e-19	astrocyte	claustrum	MIA3	2.7772511848341233	0.866443352794137
1.77928083686801e-23	0.262732644390795	0.477	0.167	5.46968722061596e-19	astrocyte	claustrum	NADK2	2.8562874251497004	0.7504399483497558
2.32032533512491e-23	0.340594773557543	1	0.951	7.13291211270749e-19	astrocyte	claustrum	RPL19	1.0515247108307046	0.3581438207755447
2.62725304318685e-23	0.301177289256532	0.544	0.213	8.07643858006068e-19	astrocyte	claustrum	ARHGEF26	2.553990610328639	0.7692039688054151
2.63572465063247e-23	0.357603714021662	0.707	0.329	8.10248114850929e-19	astrocyte	claustrum	SPTAN1	2.1489361702127656	0.7684675556635715
2.90865349905992e-23	0.40571566310171	0.941	0.621	8.94149172146011e-19	astrocyte	claustrum	PPDPF	1.5152979066022543	0.6147800949737666
3.46444379731545e-23	0.431617048799758	0.674	0.282	1.06500466773274e-18	astrocyte	claustrum	HNRNPD	2.390070921985816	1.0315953577696344
3.8236198028627e-23	0.262006211929037	0.703	0.293	1.17541896359802e-18	astrocyte	claustrum	SDC3	2.3993174061433447	0.6286360647990205
4.11983360021108e-23	0.320429997332612	0.774	0.358	1.26647804704089e-18	astrocyte	claustrum	PPP1CB	2.1620111731843576	0.692773234456541
4.84405300953843e-23	0.339659086428348	0.841	0.407	1.48911033566221e-18	astrocyte	claustrum	UBE2E3	2.0663390663390664	0.7018508395239329
5.03876486453171e-23	0.352988262664359	0.862	0.458	1.54896670700569e-18	astrocyte	claustrum	MACF1	1.8820960698689955	0.6643578218704748
6.43169663623569e-23	0.282009046685151	0.444	0.162	1.97716786294521e-18	astrocyte	claustrum	COQ10B	2.7407407407407405	0.7729136835074507
1.13217524007957e-22	0.32227822053393	0.607	0.233	3.4804199055286e-18	astrocyte	claustrum	CSNK1E	2.6051502145922742	0.839583175382384
1.25099969751067e-22	0.39462328193904	0.791	0.379	3.84569817011754e-18	astrocyte	claustrum	DUT	2.087071240105541	0.82360690241103085
1.34208640447087e-22	0.25034783904465	0.649	0.261	4.12570781598392e-18	astrocyte	claustrum	MZT2A	2.4865900383141764	0.6225124426819075
1.39959479274496e-22	0.305949266827234	0.318	0.092	4.30249435237727e-18	astrocyte	claustrum	PITPNA	3.456521739130435	1.0575202918593525
2.38173511528705e-22	0.263378560184611	0.435	0.147	7.32169191790393e-18	astrocyte	claustrum	SEC14L1	2.9591836734693877	0.7793855352401753
2.90928478967187e-22	0.300246395182777	0.54	0.209	8.94343237193028e-18	astrocyte	claustrum	MCUR1	2.583732057416268	0.7757562363574143
2.9242166924011e-22	0.279601922492159	0.598	0.259	8.98933453411021e-18	astrocyte	claustrum	ATXN2	2.3088803088803087	0.6455673731672241
2.9386336299267e-22	0.390476554369428	0.975	0.76	9.03365364175768e-18	astrocyte	claustrum	GSTP1	1.2828947368421053	0.5009403164607794
2.97404029068594e-22	0.333463151656548	0.996	0.866	9.14249725759764e-18	astrocyte	claustrum	TPT1	1.1501154734411085	0.38352113054263487
4.93866820984051e-22	0.323518785480146	0.72	0.316	1.51819599438707e-17	astrocyte	claustrum	PAFAH1B1	2.2784810126582276	0.737131409954763
5.45094182226158e-22	0.34371458147264	0.519	0.176	1.67567402558143e-17	astrocyte	claustrum	METTL5	2.9488636363636367	1.0135674305926146
6.13396018319521e-22	0.288317907078012	0.393	0.123	1.88564069991604e-17	astrocyte	claustrum	CTB-50L17.10	3.1951219512195124	0.9212108738346239
6.38518464481691e-22	0.302087708833288	0.703	0.307	1.96286961166316e-17	astrocyte	claustrum	TOMM20	2.289902280130293	0.6917513332566823
6.74491250794284e-22	0.352069516006395	0.908	0.561	2.07345355406671e-17	astrocyte	claustrum	EIF3K	1.6185383244206772	0.5698380045165894
8.58400287541403e-22	0.272205381829187	0.569	0.232	2.63880832393103e-17	astrocyte	claustrum	SNX2	2.4525862068965516	0.6676071649172733
1.02562030718057e-21	0.250836218545129	0.423	0.158	3.15285938630378e-17	astrocyte	claustrum	PCBD1	2.6772151898734178	0.6715425344594277
1.05166859004808e-21	0.320531641446029	0.515	0.196	3.2329344126668e-17	astrocyte	claustrum	HNRNPAB	2.627551020408163	0.8422132415546171
1.27303274609643e-21	0.284665078016007	0.644	0.282	3.91342996477503e-17	astrocyte	claustrum	MRPS34	2.2836879432624118	0.650086206533009
1.76677471405282e-21	0.286950105029451	0.623	0.267	5.43124214846978e-17	astrocyte	claustrum	PODXL2	2.333333333333333	0.669550245068719
2.18069860756313e-21	0.306948496296785	0.603	0.257	6.70368558950981e-17	astrocyte	claustrum	CEP170	2.346303501945525	0.7201943317780597
2.91162818704924e-21	0.29856121039643	0.364	0.119	8.95063620980806e-17	astrocyte	claustrum	MAFF	3.058823529411765	0.9132460553302566
3.29876245027157e-21	0.25821366984476	0.293	0.084	1.01407256483798e-16	astrocyte	claustrum	ABHD17A	3.4880952380952377	0.9006738721966033
3.52440520768159e-21	0.356470567399929	0.766	0.362	1.0834374048934e-16	astrocyte	claustrum	NKAIN3	2.116022099447514	0.7542995984208443
3.73558152684423e-21	0.281443298970038	0.569	0.222	1.14835511716719e-16	astrocyte	claustrum	NME4	2.563063063063063	0.721356923936719
4.24498376812967e-21	0.262327404548584	0.469	0.172	1.30495046016074e-16	astrocyte	claustrum	CCS	2.7267441860465116	0.7152997251935226
4.31129352849149e-21	0.532695569809181	0.908	0.522	1.32533474359357e-16	astrocyte	claustrum	HN1	1.739463601532567	0.926604554380721
5.09189178915773e-21	0.348950457670322	0.791	0.38	1.5652984549049801e-16	astrocyte	claustrum	RAB31	2.081578947368421	0.7263679263611177
5.38499543218004e-21	0.396135601052656	0.824	0.423	1.65540144580647e-16	astrocyte	claustrum	METTL9	1.9479905437352245	0.7716684048874434
5.43017772754297e-21	0.273585976367481	0.515	0.196	1.66929093522399e-16	astrocyte	claustrum	OLA1	2.627551020408163	0.7188611113737383
5.67609124784788e-21	0.266833277176382	0.464	0.168	1.74488721050092e-16	astrocyte	claustrum	BOD1L1	2.761904761904762	0.7369680988681027
6.00731220126916e-21	0.284795934964138	0.54	0.203	1.84670784379215e-16	astrocyte	claustrum	WASL	2.6600985221674875	0.7575852457174115
7.39827920415174e-21	0.372687307564157	0.987	0.742	2.27430501014829e-16	astrocyte	claustrum	HNRNPDL	1.330188679245283	0.4957444374202466
9.35125008289857e-21	0.324771979435614	0.707	0.321	2.87466778798385e-16	astrocyte	claustrum	PRDX3	2.202492211838006	0.7153077553301529
1.3606185283286e-20	0.351998420064761	0.774	0.388	4.18267741793494e-16	astrocyte	claustrum	DDX3X	1.9948453608247423	0.7021824152838274
1.66962769890175e-20	0.386296960707754	0.929	0.559	5.13260250919387e-16	astrocyte	claustrum	RHEB	1.661896243291592	0.6419854677951761
1.72738259607397e-20	0.3661590465577	0.812	0.408	5.310146838591e-16	astrocyte	claustrum	UBE2D2	1.9901960784313728	0.7287282985413049
1.77566850179461e-20	0.28174933986055	0.812	0.399	5.45858254136682e-16	astrocyte	claustrum	CD9	2.0350877192982457	0.573384621470593
2.02625384002907e-20	0.309386696467545	0.858	0.471	6.22890692963338e-16	astrocyte	claustrum	CXCL14	1.821656050955414	0.5635961477052094
2.67600529276662e-20	0.361336624879323	0.912	0.495	8.22630787049385e-16	astrocyte	claustrum	MYO10	1.8424242424242425	0.6657353573534194
2.6903367130738e-20	0.274954388869128	0.385	0.123	8.27036408966016e-16	astrocyte	claustrum	WASF3	3.1300813008130084	0.8606295911757259
2.89068689035367e-20	0.258378220497228	0.615	0.246	8.88626056963621e-16	astrocyte	claustrum	AASDHPPT	2.5	0.64594555124307
3.39557053922168e-20	0.313296571171703	0.879	0.45	1.04383233946214e-15	astrocyte	claustrum	PDCD6	1.9533333333333334	0.6119726356887265
5.72250459325176e-20	0.282060162558116	0.69	0.329	1.75915513701152e-15	astrocyte	claustrum	NDN	2.097264437689969	0.5915547482221885
6.21370398361308e-20	0.370674722575171	0.87	0.485	1.9101547416025e-15	astrocyte	claustrum	SFPQ	1.7938144329896908	0.6649216672997913
