Species	Symbol	Ensembl	Family	Entrez ID
Homo_sapiens	POLR3F	ENSG00000132664	POLR	10621
Homo_sapiens	LPIN3	ENSG00000132793	LPIN	64900
Homo_sapiens	ZMYM5	ENSG00000132950	Zinc finger	9205
Homo_sapiens	CDK8	ENSG00000132964	Cyclin	1024
Homo_sapiens	CCNA1	ENSG00000133101	Cyclin	8900
Homo_sapiens	RFXAP	ENSG00000133111	Others	5994
Homo_sapiens	TCEAL4	ENSG00000133142	TEF	79921
Homo_sapiens	BEX1	ENSG00000133169	Others	55859
Homo_sapiens	KMT5C	ENSG00000133247	Lysine methyltransferase	84787
Homo_sapiens	LGALS12	ENSG00000133317	Others	85329
Homo_sapiens	MED10	ENSG00000133398	Mediator complex	84246
Homo_sapiens	BTG1	ENSG00000133639	Others	694
Homo_sapiens	CCDC59	ENSG00000133773	Coiled-coil	29080
Homo_sapiens	DUSP26	ENSG00000133878	Others	78986
Homo_sapiens	DPF2	ENSG00000133884	DPF	5977
Homo_sapiens	MEN1	ENSG00000133895	Others	4221
Homo_sapiens	MED6	ENSG00000133997	Mediator complex	10001
Homo_sapiens	LOXL2	ENSG00000134013	Others	4017
Homo_sapiens	ELP3	ENSG00000134014	ELP	55140
Homo_sapiens	CDK7	ENSG00000134058	Cyclin	1022
Homo_sapiens	VHL	ENSG00000134086	Others	7428
Homo_sapiens	NOTCH2	ENSG00000134250	Notch	4853
Homo_sapiens	PPHLN1	ENSG00000134283	Others	51535
Homo_sapiens	LPIN1	ENSG00000134324	LPIN	23175
Homo_sapiens	CDC73	ENSG00000134371	Others	79577
Homo_sapiens	CCNH	ENSG00000134480	Cyclin	902
Homo_sapiens	KCTD1	ENSG00000134504	Others	284252
Homo_sapiens	ELP2	ENSG00000134759	ELP	55250
Homo_sapiens	ARGLU1	ENSG00000134884	Others	55082
Homo_sapiens	DTX1	ENSG00000135144	Others	1840
Homo_sapiens	LMO2	ENSG00000135363	LIM	4005
Homo_sapiens	PHF21A	ENSG00000135365	PHF	51317
Homo_sapiens	MDM2	ENSG00000135679	Others	4193
Homo_sapiens	FHOD1	ENSG00000135723	Others	29109
Homo_sapiens	EGLN1	ENSG00000135766	Others	54583
Homo_sapiens	TAF5L	ENSG00000135801	TATA-box	27097
Homo_sapiens	DHX9	ENSG00000135829	RNA helicase	1660
Homo_sapiens	EPC2	ENSG00000135999	Others	26122
Homo_sapiens	MED4	ENSG00000136146	Mediator complex	29079
Homo_sapiens	ALPK3	ENSG00000136383	Others	57538
Homo_sapiens	BRIP1	ENSG00000136492	Others	83990
Homo_sapiens	ACTL6A	ENSG00000136518	Actin	86
Homo_sapiens	SKIL	ENSG00000136603	SKI	6498
Homo_sapiens	SAP130	ENSG00000136715	SAP	79595
Homo_sapiens	CDK9	ENSG00000136807	Cyclin	1025
Homo_sapiens	TXN	ENSG00000136810	Others	7295
Homo_sapiens	FAM129B	ENSG00000136830	FAM	64855
Homo_sapiens	ANP32B	ENSG00000136938	ANP	10541
Homo_sapiens	SPAG8	ENSG00000137098	Others	26206
Homo_sapiens	GRHPR	ENSG00000137106	Others	9380
Homo_sapiens	PIM1	ENSG00000137193	Others	5292
Homo_sapiens	TAF8	ENSG00000137413	TATA-box	129685
Homo_sapiens	ARRB1	ENSG00000137486	Others	408
Homo_sapiens	TGS1	ENSG00000137574	Others	96764
Homo_sapiens	YAP1	ENSG00000137693	Others	10413
Homo_sapiens	TRIM29	ENSG00000137699	Tripartite motif	23650
Homo_sapiens	SLTM	ENSG00000137776	Others	79811
Homo_sapiens	RTF1	ENSG00000137815	Others	23168
Homo_sapiens	PAK6	ENSG00000137843	Others	56924
Homo_sapiens	GTF2B	ENSG00000137947	GTF	2959
Homo_sapiens	BRDT	ENSG00000137948	Bromodomain	676
Homo_sapiens	LRPPRC	ENSG00000138095	Others	10128
Homo_sapiens	ASCC1	ENSG00000138303	ASCC	51008
Homo_sapiens	NAB1	ENSG00000138386	Others	4664
Homo_sapiens	CIR1	ENSG00000138433	Other_Co-activator/repressors	9541
Homo_sapiens	PARP9	ENSG00000138496	PARP	83666
Homo_sapiens	HNRNPD	ENSG00000138668	HNRNP	3184
Homo_sapiens	FGF2	ENSG00000138685	FGF	2247
Homo_sapiens	CNOT6L	ENSG00000138767	CCR4-NOT	246175
Homo_sapiens	ANP32D	ENSG00000139223	ANP	23519
Homo_sapiens	TDG	ENSG00000139372	Others	6996
Homo_sapiens	RITA1	ENSG00000139405	Others	84934
Homo_sapiens	BRCA2	ENSG00000139618	Others	675
Homo_sapiens	RB1	ENSG00000139687	Other_Co-activator/repressors	5925
Homo_sapiens	SETD1B	ENSG00000139718	SET	23067
Homo_sapiens	GTF2A2	ENSG00000140307	GTF	2958
Homo_sapiens	TLE3	ENSG00000140332	Transducin	7090
Homo_sapiens	ANP32A	ENSG00000140350	ANP	8125
Homo_sapiens	WDR61	ENSG00000140395	WD	80349
Homo_sapiens	NCOA2	ENSG00000140396	Nuclear receptor coactivator	10499
Homo_sapiens	PML	ENSG00000140464	Others	5371
Homo_sapiens	TGFB1I1	ENSG00000140682	Others	7041
Homo_sapiens	MED9	ENSG00000141026	Mediator complex	55090
Homo_sapiens	MYOCD	ENSG00000141052	Others	93649
Homo_sapiens	UTP4	ENSG00000141076	Others	84916
Homo_sapiens	TOB1	ENSG00000141232	Others	10140
Homo_sapiens	SKAP1	ENSG00000141293	Others	8631
Homo_sapiens	BCAS3	ENSG00000141376	Others	54828
Homo_sapiens	SS18	ENSG00000141380	SS18	6760
Homo_sapiens	TAF4B	ENSG00000141384	TATA-box	6875
Homo_sapiens	RPRD1A	ENSG00000141425	Others	55197
Homo_sapiens	PELP1	ENSG00000141456	Others	27043
Homo_sapiens	ARRB2	ENSG00000141480	Others	409
Homo_sapiens	RPTOR	ENSG00000141564	Others	57521
Homo_sapiens	CBX8	ENSG00000141570	Chromobox	57332
Homo_sapiens	CBX4	ENSG00000141582	Chromobox	8535
Homo_sapiens	ERBB2	ENSG00000141736	Erbb2	2064
Homo_sapiens	BRD4	ENSG00000141867	Bromodomain	23476
Homo_sapiens	SIRT3	ENSG00000142082	Sirtuin	23410
Homo_sapiens	WTIP	ENSG00000142279	Others	126374
Homo_sapiens	NLRP12	ENSG00000142405	Others	91662
Homo_sapiens	CARM1	ENSG00000142453	Others	10498
Homo_sapiens	PEX14	ENSG00000142655	Others	5195
Homo_sapiens	ZNF593	ENSG00000142684	Zinc finger	51042
Homo_sapiens	WDTC1	ENSG00000142784	WD	23038
Homo_sapiens	ITGB3BP	ENSG00000142856	Others	23421
Homo_sapiens	BCL10	ENSG00000142867	BCL	8915
Homo_sapiens	MTF2	ENSG00000143033	Others	22823
Homo_sapiens	CREG1	ENSG00000143162	Others	8804
Homo_sapiens	DCAF6	ENSG00000143164	Others	55827
Homo_sapiens	HDGF	ENSG00000143321	Others	3068
Homo_sapiens	ANP32E	ENSG00000143401	ANP	81611
Homo_sapiens	TAF1A	ENSG00000143498	TATA-box	9015
Homo_sapiens	SMYD2	ENSG00000143499	SMYD	56950
Homo_sapiens	S100A8	ENSG00000143546	Others	6279
Homo_sapiens	ILF2	ENSG00000143621	Others	3608
Homo_sapiens	VGLL4	ENSG00000144560	Vestigial like	9686
Homo_sapiens	CTDSP1	ENSG00000144579	Others	58190
Homo_sapiens	CNOT9	ENSG00000144580	CCR4-NOT	9125
Homo_sapiens	EAF1	ENSG00000144597	Others	85403
Homo_sapiens	LIMD1	ENSG00000144791	LIM	8994
Homo_sapiens	NFKBIZ	ENSG00000144802	NFKB associated	64332
Homo_sapiens	MED12L	ENSG00000144893	Mediator complex	116931
Homo_sapiens	DCAF1	ENSG00000145041	Others	9730
Homo_sapiens	EAF2	ENSG00000145088	Others	55840
Homo_sapiens	DGKQ	ENSG00000145214	Others	1609
Homo_sapiens	CAMK2D	ENSG00000145349	CAMK	817
Homo_sapiens	CCNA2	ENSG00000145386	Cyclin	890
Homo_sapiens	SETD7	ENSG00000145391	SET	80854
Homo_sapiens	PIK3R1	ENSG00000145675	Others	5295
Homo_sapiens	SSBP2	ENSG00000145687	Others	23635
Homo_sapiens	BDP1	ENSG00000145734	GTF	55814
Homo_sapiens	GTF2H2	ENSG00000145736	GTF	2966
Homo_sapiens	BTF3	ENSG00000145741	Others	689
Homo_sapiens	TNIP1	ENSG00000145901	Others	10318
Homo_sapiens	TENM2	ENSG00000145934	Others	57451
Homo_sapiens	ABT1	ENSG00000146109	Others	29777
Homo_sapiens	PHIP	ENSG00000146247	Others	55023
Homo_sapiens	PNRC1	ENSG00000146278	Others	10957
Homo_sapiens	EGFR	ENSG00000146648	Others	1956
Homo_sapiens	CASK	ENSG00000147044	CAMK	8573
Homo_sapiens	KDM6A	ENSG00000147050	Lysine demethylase	7403
Homo_sapiens	HDAC8	ENSG00000147099	Histone deacetylase	55869
Homo_sapiens	TAF1	ENSG00000147133	TATA-box	6872
Homo_sapiens	NONO	ENSG00000147140	Others	4841
Homo_sapiens	OGT	ENSG00000147162	Others	8473
Homo_sapiens	RIPPLY1	ENSG00000147223	Others	92129
Homo_sapiens	RBMX	ENSG00000147274	RNA binding protein	27316
Homo_sapiens	NSD3	ENSG00000147548	Nuclear receptor coactivator	54904
Homo_sapiens	MTDH	ENSG00000147649	Others	92140
Homo_sapiens	MED22	ENSG00000148297	Mediator complex	6837
Homo_sapiens	REXO4	ENSG00000148300	Others	57109
Homo_sapiens	NOTCH1	ENSG00000148400	Notch	4851
Homo_sapiens	NRBF2	ENSG00000148572	Nuclear receptor coactivator	29982
Homo_sapiens	ANKRD1	ENSG00000148677	Ankyrin repeat	27063
Homo_sapiens	TAF5	ENSG00000148835	TATA-box	6877
Homo_sapiens	PPRC1	ENSG00000148840	Others	23082
Homo_sapiens	NPAT	ENSG00000149308	Nuclear coactivator	4863
Homo_sapiens	CHEK1	ENSG00000149554	Others	1111
Homo_sapiens	TIRAP	ENSG00000150455	Others	114609
Homo_sapiens	SAP18	ENSG00000150459	SAP	10284
Homo_sapiens	PDCD4	ENSG00000150593	Others	27250
Homo_sapiens	SRFBP1	ENSG00000151304	Others	153443
Homo_sapiens	THRSP	ENSG00000151365	Others	7069
Homo_sapiens	ANKAR	ENSG00000151687	Ankyrin repeat	150709
Homo_sapiens	CENPU	ENSG00000151725	CENP	79682
Homo_sapiens	SAV1	ENSG00000151748	Others	60485
Homo_sapiens	BEND6	ENSG00000151917	Others	221336
Homo_sapiens	TADA1	ENSG00000152382	Transcriptional adaptor	117143
Homo_sapiens	JMY	ENSG00000152409	Others	133746
Homo_sapiens	SUV39H2	ENSG00000152455	Others	79723
Homo_sapiens	CAMK4	ENSG00000152495	CAMK	814
Homo_sapiens	MED21	ENSG00000152944	Mediator complex	9412
Homo_sapiens	CDYL	ENSG00000153046	Chromodomain Y	9425
Homo_sapiens	DAB2	ENSG00000153071	Others	112267931
Homo_sapiens	SMARCA5	ENSG00000153147	SWI/SNF	8467
Homo_sapiens	HNRNPU	ENSG00000153187	HNRNP	3192
Homo_sapiens	INO80C	ENSG00000153391	INO80 complex	125476
Homo_sapiens	ING1	ENSG00000153487	ING	3621
Homo_sapiens	GTF2E1	ENSG00000153767	GTF	2960
Homo_sapiens	PID1	ENSG00000153823	Others	55022
Homo_sapiens	CHD1	ENSG00000153922	CHD	1105
Homo_sapiens	WNT3A	ENSG00000154342	Others	89780
Homo_sapiens	TRIM11	ENSG00000154370	Tripartite motif	81559
Homo_sapiens	ELOC	ENSG00000154582	Others	6921
Homo_sapiens	CXXC1	ENSG00000154832	Others	30827
Homo_sapiens	MMS19	ENSG00000155229	Others	64210
Homo_sapiens	CNOT8	ENSG00000155508	CCR4-NOT	9337
Homo_sapiens	KDM8	ENSG00000155666	Lysine demethylase	79831
Homo_sapiens	RNF20	ENSG00000155827	Ring finger protein	56254
Homo_sapiens	PPARGC1B	ENSG00000155846	Others	133522
Homo_sapiens	MED7	ENSG00000155868	Mediator complex	9443
Homo_sapiens	GRIP1	ENSG00000155974	Others	23426
Homo_sapiens	PCGF6	ENSG00000156374	PCGF	84108
Homo_sapiens	SFR1	ENSG00000156384	Others	119392
Homo_sapiens	MED19	ENSG00000156603	Mediator complex	219541
Homo_sapiens	KAT6B	ENSG00000156650	Lysine acetyltransferase	23522
Homo_sapiens	ATAD2	ENSG00000156802	Others	29028
Homo_sapiens	RBPMS	ENSG00000157110	RNA binding protein	11030
Homo_sapiens	NRG1	ENSG00000157168	Others	3084
Homo_sapiens	PAXIP1	ENSG00000157212	Others	22976
Homo_sapiens	SSBP3	ENSG00000157216	Others	23648
Homo_sapiens	RNF111	ENSG00000157450	Ring finger protein	54778
Homo_sapiens	TAB3	ENSG00000157625	Others	257397
Homo_sapiens	SKI	ENSG00000157933	SKI	6497
Homo_sapiens	NCK1	ENSG00000158092	Others	4690
Homo_sapiens	EYA3	ENSG00000158161	EYA	2140
Homo_sapiens	AUTS2	ENSG00000158321	Others	26053
Homo_sapiens	CNOT11	ENSG00000158435	CCR4-NOT	55571
Homo_sapiens	EMSY	ENSG00000158636	Others	56946
Homo_sapiens	NPM2	ENSG00000158806	Nucleoplasmin	10361
Homo_sapiens	PINK1	ENSG00000158828	Others	65018
Homo_sapiens	CCAR2	ENSG00000158941	Others	57805
Homo_sapiens	CHAF1B	ENSG00000159259	Others	8208
Homo_sapiens	PADI4	ENSG00000159339	Others	23569
Homo_sapiens	MED8	ENSG00000159479	Mediator complex	112950
Homo_sapiens	CTBP1	ENSG00000159692	Others	1487
Homo_sapiens	ARHGAP35	ENSG00000160007	Others	2909
Homo_sapiens	SSU72	ENSG00000160075	Others	29101
Homo_sapiens	PRMT2	ENSG00000160310	Arginine methyltransferase	3275
Homo_sapiens	MED27	ENSG00000160563	Mediator complex	9442
Homo_sapiens	SAFB	ENSG00000160633	Others	6294
Homo_sapiens	CHTOP	ENSG00000160679	Others	26097
Homo_sapiens	CRTC2	ENSG00000160741	CREB	200186
Homo_sapiens	PMF1	ENSG00000160783	Others	11243
Homo_sapiens	TONSL	ENSG00000160949	Others	4796
Homo_sapiens	SQSTM1	ENSG00000161011	Others	8878
Homo_sapiens	MAML1	ENSG00000161021	MAML	9794
Homo_sapiens	DVL3	ENSG00000161202	Others	1857
Homo_sapiens	SAP30BP	ENSG00000161526	SAP	29115
Homo_sapiens	SRSF2	ENSG00000161547	Others	6427
Homo_sapiens	MED11	ENSG00000161920	Mediator complex	400569
Homo_sapiens	TAF6L	ENSG00000162227	TATA-box	10629
Homo_sapiens	RBBP4	ENSG00000162521	RBBP	5928
Homo_sapiens	WNT4	ENSG00000162552	Others	54361
Homo_sapiens	NLRP3	ENSG00000162711	Others	114548
Homo_sapiens	RBM15	ENSG00000162775	RNA binding protein	64783
Homo_sapiens	TFB2M	ENSG00000162851	Others	64216
Homo_sapiens	DPY30	ENSG00000162961	Others	84661
Homo_sapiens	SMARCAD1	ENSG00000163104	SWI/SNF	56916
Homo_sapiens	ERCC3	ENSG00000163161	Others	2071
Homo_sapiens	S100A9	ENSG00000163220	Others	6280
Homo_sapiens	CGGBP1	ENSG00000163320	Others	8545
Homo_sapiens	PBXIP1	ENSG00000163346	Others	57326
Homo_sapiens	PYGO2	ENSG00000163348	Others	90780
Homo_sapiens	HIPK1	ENSG00000163349	HIPK	204851
Homo_sapiens	YY1AP1	ENSG00000163374	Others	55249
Homo_sapiens	RNF25	ENSG00000163481	Ring finger protein	64320
Homo_sapiens	STK36	ENSG00000163482	Others	27148
Homo_sapiens	HDAC11	ENSG00000163517	Histone deacetylase	79885
Homo_sapiens	DPPA2	ENSG00000163530	Others	151871
Homo_sapiens	MNDA	ENSG00000163563	Others	4332
Homo_sapiens	AIM2	ENSG00000163568	Others	9447
Homo_sapiens	RYBP	ENSG00000163602	Others	23429
Homo_sapiens	YEATS2	ENSG00000163872	Others	55689
Homo_sapiens	MEAF6	ENSG00000163875	Others	64769
Homo_sapiens	SNIP1	ENSG00000163877	Others	79753
Homo_sapiens	SFMBT1	ENSG00000163935	Others	51460
Homo_sapiens	GNL3	ENSG00000163938	Others	26354
Homo_sapiens	FAM208A	ENSG00000163946	FAM	23272
Homo_sapiens	RNF168	ENSG00000163961	Ring finger protein	165918
Homo_sapiens	H2AFZ	ENSG00000164032	Others	3015
Homo_sapiens	SAP30	ENSG00000164105	SAP	8819
Homo_sapiens	NAA15	ENSG00000164134	Others	80155
Homo_sapiens	ICE1	ENSG00000164151	Others	23379
Homo_sapiens	NIPBL	ENSG00000164190	Others	25836
Homo_sapiens	ANKRA2	ENSG00000164331	Ankyrin repeat	57763
Homo_sapiens	CITED2	ENSG00000164442	CITED	10370
Homo_sapiens	SAP30L	ENSG00000164576	SAP	79685
Homo_sapiens	PTTG1	ENSG00000164611	Others	9232
Homo_sapiens	PEX2	ENSG00000164751	Others	5828
Homo_sapiens	RAD21	ENSG00000164754	Others	5885
Homo_sapiens	MED30	ENSG00000164758	Mediator complex	90390
Homo_sapiens	CDK5	ENSG00000164885	Cyclin	1020
Homo_sapiens	PSIP1	ENSG00000164985	Others	11168
Homo_sapiens	SYK	ENSG00000165025	Others	6850
Homo_sapiens	KDM1B	ENSG00000165097	Lysine demethylase	221656
Homo_sapiens	HNRNPK	ENSG00000165119	HNRNP	3190
Homo_sapiens	FBP1	ENSG00000165140	Others	2203
Homo_sapiens	GTF2A1	ENSG00000165417	GTF	2957
Homo_sapiens	SSX5	ENSG00000165583	SSX	6758
Homo_sapiens	SSX3	ENSG00000165584	SSX	10214
Homo_sapiens	NUDT5	ENSG00000165609	Other_CRF	11164
Homo_sapiens	DACT1	ENSG00000165617	Others	51339
Homo_sapiens	TAF3	ENSG00000165632	TATA-box	83860
Homo_sapiens	NSD1	ENSG00000165671	Nuclear receptor coactivator	64324
Homo_sapiens	ANKRD2	ENSG00000165887	Ankyrin repeat	26287
Homo_sapiens	TAF1D	ENSG00000166012	TATA-box	79101
Homo_sapiens	HIF1AN	ENSG00000166135	Others	55662
Homo_sapiens	BRD7	ENSG00000166164	Bromodomain	29117
Homo_sapiens	BTRC	ENSG00000166167	Others	8945
Homo_sapiens	COPS2	ENSG00000166200	Others	9318
Homo_sapiens	PCBD1	ENSG00000166228	Others	5092
Homo_sapiens	APBB1	ENSG00000166313	Others	322
Homo_sapiens	ILK	ENSG00000166333	Others	3611
Homo_sapiens	TAF10	ENSG00000166337	TATA-box	6881
Homo_sapiens	LMO1	ENSG00000166407	LIM	4004
Homo_sapiens	CDYL2	ENSG00000166446	Chromodomain Y	124359
Homo_sapiens	LEO1	ENSG00000166477	Others	123169
Homo_sapiens	ATF7IP2	ENSG00000166669	Others	80063
Homo_sapiens	ZCCHC18	ENSG00000166707	Zinc finger	644353
Homo_sapiens	TERF2IP	ENSG00000166848	Others	105371348
Homo_sapiens	PLK1	ENSG00000166851	Others	5347
Homo_sapiens	NAB2	ENSG00000166886	Others	4665
Homo_sapiens	YWHAB	ENSG00000166913	Others	7529
Homo_sapiens	CRK	ENSG00000167193	Others	1398
Homo_sapiens	NOD2	ENSG00000167207	Others	64127
Homo_sapiens	CDK12	ENSG00000167258	Cyclin	51755
Homo_sapiens	CD3D	ENSG00000167286	Others	915
Homo_sapiens	KMT2D	ENSG00000167548	Lysine methyltransferase	8085
Homo_sapiens	SERTAD3	ENSG00000167565	Others	29946
Homo_sapiens	NFKBID	ENSG00000167604	NFKB associated	84807
Homo_sapiens	DAPK3	ENSG00000167657	Others	1613
Homo_sapiens	CTNNB1	ENSG00000168036	Casein	1499
Homo_sapiens	SF1	ENSG00000168066	Others	7536
Homo_sapiens	BMI1	ENSG00000168283	Others	648
Homo_sapiens	HIST1H1E	ENSG00000168298	Histone cluster 1 H1	3008
Homo_sapiens	ING5	ENSG00000168395	ING	84289
Homo_sapiens	HR	ENSG00000168453	Lysine methyltransferase	55806
Homo_sapiens	HEXIM2	ENSG00000168517	Others	124790
Homo_sapiens	TNIP2	ENSG00000168884	Others	79155
Homo_sapiens	LGALS9	ENSG00000168961	Others	3965
Homo_sapiens	ADRB2	ENSG00000169252	Others	154
Homo_sapiens	SIN3A	ENSG00000169375	Other_CRF	25942
Homo_sapiens	HINT1	ENSG00000169567	Others	3094
Homo_sapiens	INO80E	ENSG00000169592	INO80 complex	283899
Homo_sapiens	LDB2	ENSG00000169744	LIM	9079
Homo_sapiens	CTNND2	ENSG00000169862	Casein	1501
Homo_sapiens	BRD3	ENSG00000169925	Bromodomain	8019
Homo_sapiens	CHD3	ENSG00000170004	CHD	1107
Homo_sapiens	VGLL2	ENSG00000170162	Vestigial like	245806
Homo_sapiens	CDK1	ENSG00000170312	Cyclin	983
Homo_sapiens	PA2G4	ENSG00000170515	Others	5036
Homo_sapiens	SDR16C5	ENSG00000170786	Others	195814
Homo_sapiens	MBD3L1	ENSG00000170948	MBD	85509
Homo_sapiens	INSR	ENSG00000171105	Others	3643
Homo_sapiens	TADA3	ENSG00000171148	Transcriptional adaptor	10474
Homo_sapiens	TRIM8	ENSG00000171206	Tripartite motif	81603
Homo_sapiens	SCAND1	ENSG00000171222	Others	51282
Homo_sapiens	CHD7	ENSG00000171316	CHD	55636
Homo_sapiens	ASXL1	ENSG00000171456	Others	171023
Homo_sapiens	PPID	ENSG00000171497	Others	5481
Homo_sapiens	PLRG1	ENSG00000171566	Others	5356
Homo_sapiens	DSCAM	ENSG00000171587	Others	1826
Homo_sapiens	CXXC5	ENSG00000171604	Others	51523
Homo_sapiens	BPTF	ENSG00000171634	Bromodomain	2186
Homo_sapiens	ATF7IP	ENSG00000171681	Others	55729
Homo_sapiens	TCEA2	ENSG00000171703	TEF	6919
Homo_sapiens	HDAC3	ENSG00000171720	Histone deacetylase	8841
Homo_sapiens	UTF1	ENSG00000171794	Others	8433
Homo_sapiens	MLLT3	ENSG00000171843	GTF	4300
Homo_sapiens	PTEN	ENSG00000171862	Others	5728
Homo_sapiens	PRNP	ENSG00000171867	Others	5621
Homo_sapiens	JMJD1C	ENSG00000171988	Other_CRF	221037
Homo_sapiens	MALT1	ENSG00000172175	Others	10892
Homo_sapiens	CDY1	ENSG00000172288	Chromodomain Y	9085
Homo_sapiens	COPRS	ENSG00000172301	Others	55352
Homo_sapiens	CDY1B	ENSG00000172352	Chromodomain Y	253175
Homo_sapiens	TCEAL1	ENSG00000172465	TEF	9338
Homo_sapiens	BANP	ENSG00000172530	Others	54971
Homo_sapiens	HCFC1	ENSG00000172534	Others	3054
Homo_sapiens	PHF8	ENSG00000172943	PHF	23133
Homo_sapiens	KAT5	ENSG00000172977	Lysine acetyltransferase	10524
Homo_sapiens	KDM2A	ENSG00000173120	Lysine demethylase	22992
Homo_sapiens	COMMD1	ENSG00000173163	Others	150684
Homo_sapiens	PARP14	ENSG00000173193	PARP	54625
Homo_sapiens	PARP15	ENSG00000173200	PARP	165631
Homo_sapiens	TNKS	ENSG00000173273	Others	8658
Homo_sapiens	TRIB1	ENSG00000173334	Others	10221
Homo_sapiens	SCAI	ENSG00000173611	Others	286205
Homo_sapiens	SLC19A1	ENSG00000173638	SLC	6573
Homo_sapiens	JUP	ENSG00000173801	Others	3728
Homo_sapiens	PLK3	ENSG00000173846	Others	1263
Homo_sapiens	CBX2	ENSG00000173894	Chromobox	84733
Homo_sapiens	RALGAPA1	ENSG00000174373	Others	253959
Homo_sapiens	ABRA	ENSG00000174429	Actin	137735
Homo_sapiens	SNAPC5	ENSG00000174446	Others	10302
Homo_sapiens	ZCCHC12	ENSG00000174460	Zinc finger	170261
Homo_sapiens	BRMS1	ENSG00000174744	Other_CRF	25855
Homo_sapiens	DHX36	ENSG00000174953	RNA helicase	170506
Homo_sapiens	CTBP2	ENSG00000175029	Others	1488
Homo_sapiens	TRAF6	ENSG00000175104	Others	7189
Homo_sapiens	MED16	ENSG00000175221	Mediator complex	10025
Homo_sapiens	DRAP1	ENSG00000175550	Others	10589
Homo_sapiens	CCDC85B	ENSG00000175602	Coiled-coil	11007
Homo_sapiens	AURKAIP1	ENSG00000175756	Others	54998
Homo_sapiens	RUVBL1	ENSG00000175792	Other_CRF	8607
Homo_sapiens	CIDEA	ENSG00000176194	Others	1149
Homo_sapiens	EID2	ENSG00000176396	EID	163126
Homo_sapiens	SGF29	ENSG00000176476	Others	112869
Homo_sapiens	CDK5R1	ENSG00000176749	Cyclin	8851
Homo_sapiens	TCERG1L	ENSG00000176769	TEF	256536
Homo_sapiens	BASP1	ENSG00000176788	Others	10409
Homo_sapiens	NFATC2IP	ENSG00000176953	Nuclear coactivator	84901
Homo_sapiens	CHD9	ENSG00000177200	CHD	80205
Homo_sapiens	PAWR	ENSG00000177425	Others	5074
Homo_sapiens	CAVIN1	ENSG00000177469	Others	284119
Homo_sapiens	TBL1XR1	ENSG00000177565	Transducin	79718
Homo_sapiens	PIDD1	ENSG00000177595	Others	55367
Homo_sapiens	FLII	ENSG00000177731	Others	2314
Homo_sapiens	DMAP1	ENSG00000178028	DNA_methylase	55929
Homo_sapiens	BEND3	ENSG00000178409	Others	57673
Homo_sapiens	ERBB4	ENSG00000178568	Erbb2	2066
Homo_sapiens	CTNNBIP1	ENSG00000178585	Casein	56998
Homo_sapiens	ERN1	ENSG00000178607	Others	2081
Homo_sapiens	PARP10	ENSG00000178685	PARP	84875
Homo_sapiens	SUZ12	ENSG00000178691	Others	23512
Homo_sapiens	TAF7	ENSG00000178913	TATA-box	6879
Homo_sapiens	AURKB	ENSG00000178999	Others	9212
Homo_sapiens	SAMD4B	ENSG00000179134	Others	55095
Homo_sapiens	CALR	ENSG00000179218	Others	811
Homo_sapiens	MAGED1	ENSG00000179222	MAGE	9500
Homo_sapiens	CIITA	ENSG00000179583	Others	4261
Homo_sapiens	SERTAD2	ENSG00000179833	Others	9792
Homo_sapiens	CITED4	ENSG00000179862	CITED	163732
Homo_sapiens	PUF60	ENSG00000179950	Others	22827
Homo_sapiens	MED14	ENSG00000180182	Mediator complex	9282
Homo_sapiens	HCLS1	ENSG00000180353	Others	3059
Homo_sapiens	NRIP1	ENSG00000180530	Nuclear receptor coactivator	8204
Homo_sapiens	PCGF5	ENSG00000180628	PCGF	84333
Homo_sapiens	EHMT1	ENSG00000181090	Histone lysine methyltransferase	79813
Homo_sapiens	NPM1	ENSG00000181163	Nucleoplasmin	4869
Homo_sapiens	POLR2A	ENSG00000181222	POLR	-
Homo_sapiens	SETD2	ENSG00000181555	SET	29072
Homo_sapiens	SIAH2	ENSG00000181788	Others	6478
Homo_sapiens	CDY2A	ENSG00000182415	Chromodomain Y	9426
Homo_sapiens	TBPL2	ENSG00000182521	TATA-box	387332
Homo_sapiens	TRAK1	ENSG00000182606	Others	22906
Homo_sapiens	EWSR1	ENSG00000182944	Others	2130
Homo_sapiens	CNOT10	ENSG00000182973	CCR4-NOT	25904
Homo_sapiens	WBP2NL	ENSG00000183066	Others	164684
Homo_sapiens	RUVBL2	ENSG00000183207	Other_CRF	10856
Homo_sapiens	MAGEA2B	ENSG00000183305	MAGE	266740
Homo_sapiens	BCOR	ENSG00000183337	Other_Co-activator/repressors	54880
Homo_sapiens	FHL3	ENSG00000183386	FHL	2275
Homo_sapiens	GTF2H2C	ENSG00000183474	GTF	728340
Homo_sapiens	EP400	ENSG00000183495	Others	57634
Homo_sapiens	SETD3	ENSG00000183576	SET	84193
Homo_sapiens	ALYREF	ENSG00000183684	Others	10189
Homo_sapiens	CBX6	ENSG00000183741	Chromobox	23466
Homo_sapiens	CHEK2	ENSG00000183765	Others	11200
Homo_sapiens	ZNF703	ENSG00000183779	Zinc finger	80139
Homo_sapiens	LIN9	ENSG00000183814	Others	286826
Homo_sapiens	TOB2	ENSG00000183864	Others	10766
Homo_sapiens	UTY	ENSG00000183878	Other_CRF	7404
Homo_sapiens	KMT5A	ENSG00000183955	Lysine methyltransferase	387893
